GEOID;Population;Year
0810101008;1417;2016
0810101009;1131;2016
0810101010;1092;2016
0810101011;814;2016
0810101012;1546;2016
0810101013;1643;2016
0810101014;1451;2016
0810101015;1209;2016
0810101016;1369;2016
0810101017;1870;2016
0810101018;1596;2016
0810101019;1227;2016
0810101020;1626;2016
0810101021;858;2016
0810101022;854;2016
0810101023;1233;2016
0810101024;768;2016
0810101025;1570;2016
0810101026;974;2016
0810101027;769;2016
0810101028;1049;2016
0810101029;1082;2016
0810101030;1021;2016
0810101031;1321;2016
0810101032;2097;2016
0810101033;827;2016
0810101034;1337;2016
0810101035;1408;2016
0810101036;1179;2016
0810101037;1397;2016
0810101038;771;2016
0810101039;864;2016
0810101040;933;2016
0810102001;1508;2016
0810102002;1681;2016
0810102004;1493;2016
0810102005;952;2016
0810102007;1780;2016
0810102008;1666;2016
0810102009;987;2016
0810102010;848;2016
0810102011;1299;2016
0810102012;1328;2016
0810102013;934;2016
0810102014;2142;2016
0810102016;1231;2016
0810102017;1358;2016
0810102020;1642;2016
0810102021;1955;2016
0810102023;1215;2016
0810102024;1172;2016
0810102026;1713;2016
0810102028;2192;2016
0810102029;1713;2016
0810102031;1225;2016
0810102032;1054;2016
0810102033;960;2016
0810102034;985;2016
0810102036;1072;2016
0810102037;1366;2016
0810102038;914;2016
0810102039;1081;2016
0810102040;1669;2016
0810102042;1089;2016
0810102043;1572;2016
0810102045;1092;2016
0810102046;1130;2016
0810102047;1367;2016
0810102048;1210;2016
0810102049;1014;2016
0810103001;2707;2016
0810103002;1337;2016
0810103003;1559;2016
0810103004;2945;2016
0810103005;1585;2016
0810103006;1559;2016
0810103007;1314;2016
0810103008;2018;2016
0810103009;1116;2016
0810103010;907;2016
0810103011;1408;2016
0810103012;1757;2016
0810103013;1818;2016
0810103014;2249;2016
0810103015;1762;2016
0810103016;2089;2016
0810103017;1040;2016
0810103018;799;2016
0810103019;1645;2016
0810103020;1532;2016
0810103021;2180;2016
0810103022;1270;2016
0810103023;1786;2016
0810103024;1069;2016
0810103025;1760;2016
0810103026;1077;2016
0810103027;1198;2016
0810104001;1124;2016
0810104002;893;2016
0810104003;1122;2016
0810104004;1348;2016
0810104005;1692;2016
0810104006;1323;2016
0810104007;1019;2016
0810104009;1787;2016
0810104010;1601;2016
0810104011;915;2016
0810104012;1519;2016
0810104014;1733;2016
0810104016;1400;2016
0810104018;1295;2016
0810104019;1966;2016
0810104020;1961;2016
0810104021;1179;2016
0810104022;1182;2016
0810104023;974;2016
0810104025;1059;2016
0810104026;1015;2016
0810104027;1660;2016
0810104030;1072;2016
0810104031;1564;2016
0810104032;1215;2016
0810104033;1684;2016
0810104035;1085;2016
0810104036;1478;2016
0810104037;1572;2016
0810104040;992;2016
0810104041;2060;2016
0810105001;984;2016
0810105002;1550;2016
0810105003;742;2016
0810105004;1047;2016
0810105005;1154;2016
0810105006;1729;2016
0810105007;815;2016
0810105008;1435;2016
0810105010;1018;2016
0810105011;2131;2016
0810105013;1432;2016
0810105014;1320;2016
0810105017;2050;2016
0810105018;1063;2016
0810105020;809;2016
0810105021;956;2016
0810105023;1314;2016
0810105024;1195;2016
0810105025;945;2016
0810105026;1794;2016
0810105028;1150;2016
0810105029;1230;2016
0810105030;1618;2016
0810105031;916;2016
0810105032;1403;2016
0810105033;1847;2016
0810105034;904;2016
0810105035;929;2016
0810105037;1214;2016
0810105038;1277;2016
0810106001;1961;2016
0810106002;1244;2016
0810106005;1625;2016
0810106006;1022;2016
0810106007;987;2016
0810106008;1238;2016
0810106009;802;2016
0810106010;1128;2016
0810106011;1724;2016
0810106012;982;2016
0810106013;1125;2016
0810106014;921;2016
0810106015;808;2016
0810106016;2122;2016
0810106017;920;2016
0810106018;1154;2016
0810106019;1243;2016
0810106021;1416;2016
0810106022;782;2016
0810106023;1326;2016
0810106024;1013;2016
0810106025;1192;2016
0810106026;864;2016
0810106027;895;2016
0810106030;795;2016
0810106031;1034;2016
0810106032;919;2016
0810201001;1921;2016
0810202001;752;2016
0810202002;1289;2016
0810202003;1663;2016
0810203001;1345;2016
0810203002;2015;2016
0810203003;1228;2016
0810203004;1972;2016
0810203005;996;2016
0810203006;1931;2016
0810203007;2291;2016
0810203008;1426;2016
0810203009;1739;2016
0810203010;1624;2016
0810204001;1021;2016
0810204002;1055;2016
0810204003;1135;2016
0810204004;1161;2016
0810204005;1642;2016
0810205001;1577;2016
0810205002;1634;2016
0810205003;1969;2016
0810205004;1454;2016
0810205005;746;2016
0810205006;881;2016
0810205007;2520;2016
0810301001;831;2016
0810401001;872;2016
0810501001;1572;2016
0810501002;1634;2016
0810501003;1544;2016
0810501004;1417;2016
0810501005;1582;2016
0810501006;1256;2016
0810501007;1387;2016
0810501008;1173;2016
0810501009;1682;2016
0810601001;1518;2016
0810601002;1998;2016
0810602001;2078;2016
0810602002;1282;2016
0810602003;1537;2016
0810602004;1304;2016
0810701001;1956;2016
0810701002;1425;2016
0810701003;1294;2016
0810701004;1763;2016
0810701005;1589;2016
0810701006;1076;2016
0810701007;1552;2016
0810701008;1423;2016
0810701009;1270;2016
0810701010;1411;2016
0810801001;1850;2016
0810801002;1792;2016
0810801003;1594;2016
0810801004;1134;2016
0810901001;280;2016
0811001001;1590;2016
0811001002;2519;2016
0811001003;2267;2016
0811001004;1985;2016
0811001005;1663;2016
0811001006;2368;2016
0811002001;1732;2016
0811002002;2193;2016
0811002003;1978;2016
0811101001;267;2016
0811201001;1966;2016
0811201002;974;2016
0811202001;1609;2016
0811202002;1824;2016
0811202003;1220;2016
0811202004;1693;2016
0811203001;1683;2016
0811203002;2064;2016
0811203003;2312;2016
0811203004;1843;2016
0811204001;972;2016
0811204002;1944;2016
0811301001;995;2016
0811301002;995;2016
0811302001;895;2016
0811302002;1974;2016
0811302003;1960;2016
0811302004;2065;2016
0811302005;2294;2016
0811302006;796;2016
0811302007;1416;2016
0811302008;1082;2016
0811302009;1858;2016
0811302010;1733;2016
0811302011;1797;2016
0811302012;1388;2016
0811302013;1484;2016
0811302014;1096;2016
0811303001;1141;2016
0811303002;975;2016
0811303004;1468;2016
0811303005;2315;2016
0811303006;1101;2016
0811304001;1941;2016
0811304003;940;2016
0811304004;1869;2016
0811304005;1595;2016
0811304006;1764;2016
0811304007;2206;2016
0811304008;1506;2016
0811304009;1597;2016
0811304011;889;2016
0811304012;619;2016
0811304013;1600;2016
0811304014;1786;2016
0811304015;2515;2016
0811305001;1163;2016
0811305002;1585;2016
0811305003;1511;2016
0811305004;894;2016
0811305005;2238;2016
0811305006;1758;2016
0811305007;479;2016
0811305008;1071;2016
0811305010;1381;2016
0811305011;1689;2016
0811305012;955;2016
0811305013;975;2016
0811305014;1884;2016
0811305015;1119;2016
0811305017;1627;2016
0811305018;887;2016
0811306001;906;2016
0811306002;975;2016
0811401001;1688;2016
0811401002;1094;2016
0811401003;1493;2016
0811402003;3037;2016
0811403002;1672;2016
0811403004;1806;2016
0811403005;2143;2016
0811403006;2236;2016
0811403007;1417;2016
0811403008;2221;2016
0811403010;660;2016
0811404001;2372;2016
0811404002;2057;2016
0811404003;1637;2016
0811404004;2112;2016
0811501001;1729;2016
0811501002;1538;2016
0811501003;1458;2016
0811601001;714;2016
0811701001;2305;2016
0811702001;865;2016
0811801001;1905;2016
0811801002;2116;2016
0811801003;1253;2016
0811801004;1820;2016
0811801005;1893;2016
0811801006;1832;2016
0811801007;1464;2016
0811801008;1391;2016
0811801009;881;2016
0811801010;1774;2016
0811802001;1752;2016
0811802002;1252;2016
0811802003;1595;2016
0811802004;2191;2016
0811901001;5053;2016
0811901002;3333;2016
0812001001;2411;2016
0812001002;2401;2016
0812001003;2322;2016
0812001004;1850;2016
0812101001;1614;2016
0812101002;1664;2016
0812101003;1349;2016
0812101004;1377;2016
0812101005;1616;2016
0812101006;1608;2016
0812101007;1797;2016
0812101009;1236;2016
0812102001;2341;2016
0812102002;1139;2016
0812102003;1368;2016
0812102004;3432;2016
0812102005;2135;2016
0812102007;1731;2016
0812102008;1516;2016
0812102009;1561;2016
0812102010;1550;2016
0812102011;1681;2016
0812102012;1288;2016
0812103001;1671;2016
0812103002;1918;2016
0812103003;1527;2016
0812103004;2338;2016
0812103005;1845;2016
0812103006;1547;2016
0812103007;1381;2016
0812103008;1130;2016
0812103009;2181;2016
0812103010;684;2016
0812103011;1689;2016
0812103012;1666;2016
0812103013;2951;2016
0812103014;1193;2016
0812104001;1151;2016
0812104002;1367;2016
0812104003;931;2016
0812104004;2915;2016
0812104005;2710;2016
0812104006;1767;2016
0812104007;1302;2016
0812104008;1471;2016
0812104009;2184;2016
0812105001;3023;2016
0812105002;2005;2016
0812105003;1843;2016
0812105004;1302;2016
0812105005;991;2016
0812105006;1529;2016
0812105007;1678;2016
0812105008;1536;2016
0812105009;1193;2016
0812105010;2336;2016
0812105011;1917;2016
0812105012;1473;2016
0812105013;2172;2016
0812105015;1158;2016
0812105016;1410;2016
0812105017;1322;2016
0812105019;972;2016
0812105020;1843;2016
0812105021;885;2016
0812106001;2401;2016
0812106002;842;2016
0812106003;1945;2016
0812106004;1572;2016
0812106005;1826;2016
0812106006;1787;2016
0812106007;1538;2016
0812106008;1781;2016
0812106009;1301;2016
0812106010;2492;2016
0812106011;1381;2016
0812106012;1749;2016
0812106013;958;2016
0812106014;1834;2016
0812201001;2282;2016
0812301001;1162;2016
0812301002;1924;2016
0812301003;1718;2016
0812302001;3071;2016
0812302002;1606;2016
0812302003;1956;2016
0812302004;1797;2016
0812303001;3581;2016
0812303002;3494;2016
0812303003;1768;2016
0812303004;2224;2016
0812304001;1058;2016
0812401001;857;2016
0812401002;1721;2016
0812401003;1925;2016
0812401004;2017;2016
0812401005;1797;2016
0812401006;2188;2016
0812401007;1682;2016
0812402001;2005;2016
0812402002;1672;2016
0812402003;2196;2016
0812402004;1540;2016
0812402005;1412;2016
0812402006;1379;2016
0812402007;2142;2016
0812402008;1544;2016
0812402009;1128;2016
0812403001;2221;2016
0812403002;1855;2016
0812403003;1158;2016
0812403004;1821;2016
0812403005;1984;2016
0812403006;1718;2016
0812403007;2069;2016
0812403008;861;2016
0812403009;1033;2016
0812403010;1366;2016
0812403011;1873;2016
0812403012;1925;2016
0812403013;1652;2016
0812403014;1457;2016
0812403015;1293;2016
0812501001;1133;2016
0812501002;1568;2016
0812501004;1784;2016
0812501005;1510;2016
0812502001;1944;2016
0812502002;2353;2016
0812502003;2222;2016
0812503001;2365;2016
0812503002;1203;2016
0812503003;2242;2016
0812503004;1882;2016
0812503005;2026;2016
0812503006;1137;2016
0812504001;967;2016
0812504002;1022;2016
0812504003;1295;2016
0812505001;2268;2016
0812505002;1404;2016
0812505003;1375;2016
0812506001;989;2016
0812506002;933;2016
0812506003;1180;2016
0812601001;3720;2016
0812601002;3049;2016
0812601003;2905;2016
0812601004;1947;2016
0812701001;883;2016
0812701002;1984;2016
0812801001;699;2016
0812901001;604;2016
0813001001;119;2016
0813101001;931;2016
0813201001;471;2016
0813301001;151;2016
0813401001;1092;2016
0813501001;2580;2016
0813501002;1534;2016
0813501003;2339;2016
0813501004;1088;2016
0813501005;1243;2016
0813601001;2065;2016
0813601002;1627;2016
0813601003;2407;2016
0813601004;1949;2016
0813601005;2189;2016
0813601006;1460;2016
0813601007;943;2016
0813602001;1272;2016
0813602002;899;2016
0813602003;1407;2016
0813701001;320;2016
0813801001;2367;2016
0813801002;2334;2016
0813801003;1256;2016
0813901001;219;2016
0814001001;1815;2016
0814001002;2095;2016
0814001003;2078;2016
0814101001;1197;2016
0814101002;721;2016
0814101003;2342;2016
0814101004;1493;2016
0814102001;292;2016
0814201001;151;2016
0814301001;2248;2016
0814301002;1359;2016
0814401001;855;2016
0814501001;2142;2016
0814501002;1387;2016
0814601001;785;2016
0814601002;938;2016
0814701001;2020;2016
0814701002;2138;2016
0814701003;1264;2016
0814701004;2047;2016
0814701005;2754;2016
0814701006;2680;2016
0814701007;1895;2016
0814701008;2316;2016
0814701009;1785;2016
0814701010;2265;2016
0814701011;2481;2016
0814801001;1641;2016
0814801002;1928;2016
0814901001;1185;2016
0815001001;310;2016
0815101001;547;2016
0815201001;139;2016
0815301001;702;2016
0815401001;894;2016
0815501001;2758;2016
0815501002;1366;2016
0815501003;2099;2016
0815501004;1748;2016
0815501005;1162;2016
0815601001;1511;2016
0815601002;2514;2016
0815601003;1879;2016
0815601004;2429;2016
0815601005;1085;2016
0815601006;2010;2016
0815601007;1493;2016
0815601008;1573;2016
0815701001;2494;2016
0815701002;2447;2016
0815701003;2055;2016
0815701004;1851;2016
0815701005;2501;2016
0815801001;2265;2016
0815801002;1810;2016
0815901001;1673;2016
0815901002;2195;2016
0815901003;1309;2016
0815901004;1218;2016
0815902001;1269;2016
0815902002;1179;2016
0815902003;2442;2016
0815902004;1619;2016
0815902005;1236;2016
0815902006;2571;2016
0815902007;2126;2016
0816001001;411;2016
0816101001;1121;2016
0816101002;3166;2016
0816101003;2420;2016
0816101004;1761;2016
0816101005;1856;2016
0816101006;1310;2016
0816101007;847;2016
0816101008;1488;2016
0816101009;1032;2016
0816201001;2891;2016
0816301001;2244;2016
0816301002;2245;2016
0816301003;1564;2016
0816301004;2760;2016
0816301005;1450;2016
0816301006;1668;2016
0816301007;2268;2016
0816301008;1562;2016
0816301009;1950;2016
0816301010;1502;2016
0816301011;1478;2016
0816301012;1733;2016
0816301013;1886;2016
0816301014;1930;2016
0816401001;1253;2016
0816501001;2159;2016
0816601001;319;2016
0816601002;791;2016
0816701001;2814;2016
0816701002;1611;2016
0816701003;1932;2016
0816701004;1943;2016
0816801001;453;2016
0816901001;1838;2016
0816901002;1822;2016
0816901003;1256;2016
0816901004;1784;2016
0816901005;1611;2016
0816902001;1682;2016
0816902002;2017;2016
0816902003;1395;2016
0816902004;1860;2016
0816902005;1724;2016
0816902006;2151;2016
0816902007;1958;2016
0816903001;1478;2016
0816903002;1145;2016
0816903003;1612;2016
0816903004;1621;2016
0816903005;2067;2016
0816903006;1420;2016
0816903007;1874;2016
0816903008;2177;2016
0816903009;2155;2016
0816903010;1861;2016
0816903011;1241;2016
0816903012;729;2016
0816903013;851;2016
0816904001;887;2016
0816904002;1945;2016
0816904003;1347;2016
0816904004;1234;2016
0816904005;1357;2016
0816904006;1240;2016
0816905001;1249;2016
0816905002;1291;2016
0816905003;1333;2016
0816905004;1729;2016
0816905005;1741;2016
0816905006;1886;2016
0816905007;1930;2016
0816905008;2066;2016
0816905009;893;2016
0817001001;535;2016
0817101001;1256;2016
0817101002;1309;2016
0817201001;2357;2016
0817201002;2161;2016
0817201003;2489;2016
0817202001;1950;2016
0817202002;2322;2016
0817202003;1710;2016
0817202004;1896;2016
0817203001;1584;2016
0817203002;1600;2016
0817203003;1338;2016
0817203004;1721;2016
0817203005;1380;2016
0817203006;1413;2016
0817203007;1430;2016
0817203008;1137;2016
0817203009;1378;2016
0817401001;512;2016
0817501001;2130;2016
0817501002;1411;2016
0817502001;582;2016
0817601001;198;2016
0817701001;54;2016
0817801001;533;2016
0817901001;723;2016
0818001001;1997;2016
0818001002;1854;2016
0818001003;1721;2016
0818001004;1870;2016
0818001005;2156;2016
0818001006;1598;2016
0818001007;2511;2016
0818001008;2771;2016
0818001009;1510;2016
0818001010;1320;2016
0818001011;2259;2016
0818001012;1653;2016
0818001013;2228;2016
0818002001;1607;2016
0818002002;2079;2016
0818002003;2269;2016
0818002004;1763;2016
0818002005;1299;2016
0818002006;1716;2016
0818002007;1467;2016
0818101001;1516;2016
0818101002;1039;2016
0818101003;2712;2016
0818101004;2103;2016
0818101005;3229;2016
0818201001;3724;2016
0818301001;1921;2016
0818301002;1632;2016
0818301003;1453;2016
0818302001;1110;2016
0818401001;1545;2016
0818401002;1815;2016
0818401003;1545;2016
0818401004;1605;2016
0818402001;2345;2016
0818402003;2042;2016
0818402004;2334;2016
0818402005;1141;2016
0818402006;2094;2016
0818403001;1762;2016
0818403003;2094;2016
0818403004;2150;2016
0818403005;2041;2016
0818403006;1999;2016
0818403007;1777;2016
0818403008;1382;2016
0818403009;2290;2016
0818404001;1608;2016
0818404002;1289;2016
0818404003;1654;2016
0818404004;2323;2016
0818404005;1624;2016
0818404006;1676;2016
0818404007;1581;2016
0818404008;1322;2016
0818404009;1764;2016
0818404010;2696;2016
0818404011;2398;2016
0818404012;1695;2016
0818404013;2353;2016
0818404014;1883;2016
0818404015;1510;2016
0818404016;2619;2016
0818404018;1282;2016
0818404019;1318;2016
0818404020;1226;2016
0818404021;1844;2016
0818404022;2053;2016
0818404023;1128;2016
0818404024;1214;2016
0818404025;1002;2016
0818404026;2144;2016
0818501001;231;2016
0818701001;664;2016
0818701002;1146;2016
0818701003;1052;2016
0818701004;2250;2016
0818701005;1515;2016
0818701006;2697;2016
0818701007;2087;2016
0818701008;2440;2016
0818701009;2657;2016
0818701010;1228;2016
0818701011;1252;2016
0818701012;1143;2016
0818701013;1101;2016
0818701014;1786;2016
0818701015;1520;2016
0818701016;2053;2016
0818701017;2305;2016
0818701018;1896;2016
0818701019;2083;2016
0818701020;1560;2016
0818701021;1174;2016
0818701022;979;2016
0818701023;1907;2016
0818701024;1591;2016
0818701025;1434;2016
0818701026;801;2016
0818701027;1051;2016
0818701028;1421;2016
0818701029;1273;2016
0818701030;1097;2016
0818701031;1083;2016
0818701032;1182;2016
0818701033;1261;2016
0818701034;1601;2016
0818701035;991;2016
0818702001;1508;2016
0818702002;1315;2016
0818702003;1356;2016
0818702004;1869;2016
0818702005;1731;2016
0818702006;1829;2016
0818702007;1673;2016
0818702008;868;2016
0818702009;1215;2016
0818702010;886;2016
0818702011;1018;2016
0818702012;1799;2016
0818702013;1495;2016
0818702014;2005;2016
0818702015;1386;2016
0818702016;1423;2016
0818702017;920;2016
0818703001;1526;2016
0818703002;1342;2016
0818703003;1651;2016
0818703004;1679;2016
0818703005;1014;2016
0818703006;1460;2016
0818703007;843;2016
0818703008;1272;2016
0818703009;987;2016
0818703010;808;2016
0818703011;1331;2016
0818703012;1130;2016
0818703013;1124;2016
0818703014;1656;2016
0818703015;1383;2016
0818703016;1435;2016
0818703017;1014;2016
0818703018;3216;2016
0818703019;858;2016
0818703020;1284;2016
0818703021;1292;2016
0818703022;791;2016
0818703023;669;2016
0818703024;1412;2016
0818703025;1267;2016
0818703026;1487;2016
0818703027;739;2016
0818704001;1866;2016
0818704002;1247;2016
0818704003;1001;2016
0818704004;1624;2016
0818704005;1606;2016
0818704006;1672;2016
0818704007;1086;2016
0818704008;1441;2016
0818704009;1133;2016
0818704010;1684;2016
0818704011;968;2016
0818704012;1122;2016
0818704013;1835;2016
0818704014;1203;2016
0818704015;914;2016
0818704016;2097;2016
0818704017;1928;2016
0818704018;748;2016
0818704019;1363;2016
0818704020;880;2016
0818704021;1155;2016
0818704022;918;2016
0818704023;1223;2016
